搜索关键词,笔记标题,笔记内容,笔记点赞量,笔记评论量,笔记收藏量,笔记分享量,笔记类型,标题关键词,行业标签,笔记发布时间,达人昵称,达人描述,达人等级,达人性别,达人地区,达人关注总量,达人笔记总量,达人粉丝总量,达人收藏总量,达人点赞总量,笔记详情链接
华为,5年果粉转华为mate30的使用体验,"⭐5年果粉转华为的使用体验:
关于苹果??
于我而言，苹果系统最大的亮点是流畅、安全、操作界面简洁大方。
✨✨
但是苹果系统的可玩性和人性化设计太差了，系统更新了一代又一代，几乎没太大变化，之前没换华为的时候还没感觉，现在一对比，太明显了。
还有苹果的摄像头，我几乎不用苹果自拍?，因为苹果的前置摄像头拍出来我的脸是歪的…关键是平时也不觉得自己脸歪啊[害羞R][害羞R]
关于华为??
用苹果之前我最后一部手机是小米，好像是小米2，全新的手机?用了不到半年就开始卡顿，后来和苹果的各种流畅一对比，让我彻底沦陷成为了果粉。
????
然后如今的安卓系统已经不是那时候的安卓了，华为也不再是曾经的华为。
[黄金薯R][黄金薯R][黄金薯R]
我从苹果换华为基本上算是无缝对接，玩机手册看了两遍就沉浸在华为的各种强大的功能和人性化设计之中，比如??强大的拍照功能，超强的续航能力，双屏功能，截长图，自带的录屏功能，系统克隆，软件分身各种，简直像发现了新大陆，很庆幸自己没有继续选择苹果。
⭐⭐⭐⭐
但是和苹果对比，华为我最不喜欢的地方就是下载软件时需要获得各种权限。
下载软件的时候，苹果只需要输入apple ID密码就能直接下载，但是华为需要获得你的各种权限，有时候得点好几下，一是麻烦还有就是觉得不安全，我就想下载个软件，你获得我通讯录信息干嘛？
不过总得来说，瑕不掩瑜，总体的使用感很不错，我这个5年的果粉算是正式脱坑啦！
??????
以上是我在买华为mate30的购机选择和一些和苹果系统的对比?使用感受，希望能给有需要的小伙伴一些帮助，笔芯~",12,61,0,1,图文,"['果粉', '华为怎么样', '摄像头', '克隆', '拍照']","['科技数码', '数码']",2020/5/10,是z七呀,爱好广泛的科研汪一枚,困困薯,女,中国,39,9,19,92,143,https://www.xiaohongshu.com/discovery/item/5eb7c7420000000001001f12
华为,华为mate30pro,罗兰紫太好看了，特别适合女生，用了七八年的苹果转华为，颜值没让我失望，功能待试用。有用过的红薯粉们分享一下心得，教教我这个新手?,4,0,0,1,视频,['华为怎么样'],"['科技数码', '数码']",2020/5/10,雅宝儿,None,困困薯,女,地球的某一片红薯地,41,9,21,32,49,https://www.xiaohongshu.com/discovery/item/5eb7bcb30000000001007154
华为,求华为mate30pro拍照好用相机,求华为mate30pro拍照好用相机，自带相机拍照怪怪的，有木有[微笑R],4,0,0,0,图文,"['拍照', '相机']","['科技数码', '数码']",2020/5/10,尽述?,None,尿布薯,女,地球的某一片红薯地,10,1,4,0,4,https://www.xiaohongshu.com/discovery/item/5eb7b7e9000000000100565a
华为,华为夜景,我用的华为mate30拍的月亮 还是挺好的 哈哈哈[大笑R],5,0,0,0,图文,"['夜景', '华为怎么样']","['科技数码', '使用技巧']",2020/5/10,哈尼_58844268,,奶瓶薯,女,地球的某一片红薯地,44,4,8,0,13,https://www.xiaohongshu.com/discovery/item/5eb7b7dd0000000001000866
华为,华为watch GT2到底值不值得买！？,"第一，华为的这块表售价1538
我从?上买了一块，后来因为电量问题退掉，又在旗舰店买了一块一模一样的
说一说功能问题
1.电量问题
官方说续航7天，我换了两块表都无法做到，在旗舰店这块可以勉强五天，并且是在华为说的典型情况下。
2.卡顿
两块表卡顿都是有的，只要是点开其他功能再回主页面都会卡顿一到两秒，店员说这是华为手表的bug，暂时来讲，修不好。
3.音乐功能
还是不错的，可以控制手机音乐
4.抬腕亮屏
非常辣鸡，在床上躺着用特别不好使，有时闪一下灭屏了
5.运动模式
一般般，说100种只有15种
6.女孩子的月经功能
完全没有呢
总体来说一般般
唉?",5,18,0,0,图文,"['华为怎么样', '月经', '运动', '手表']","['科技数码', '数码', '智能设备']",2020/5/10,H·X ,None,奶瓶薯,女,地球的某一片红薯地,29,5,1,4,27,https://www.xiaohongshu.com/discovery/item/5eb7b3210000000001002dce
华为,这是华为p40pro原相机拍摄的,这是华为p40pro原相机拍摄的，给人感觉色泽很鲜艳，焦距很好，突出重要物体，拍摄食物杠杠的，无需调色,1,0,0,0,图文,"['相机', '华为怎么样', '华为p40pro']","['摄影', '摄影技巧']",2020/5/10,丹爷,None,困困薯,女,地球的某一片红薯地,78,97,36,217,860,https://www.xiaohongshu.com/discovery/item/5eb7b2d40000000001002c13
华为,Oppo手机弄的华为插件,"哈哈哈哈哈哈
华为插件真的好爱
太好看了！！",11,8,1,0,图文,"['oppo怎么样', '华为怎么样']","['科技数码', '使用技巧']",2020/5/10,Dear_晚晚,??,困困薯,女,中国  ,2,3,9,5,46,https://www.xiaohongshu.com/discovery/item/5eb7b20b0000000001007717
华为,华为机主看过来❗❗❗,华为手机，如何拍出色彩变化的视频？！,1,0,0,0,视频,"['华为怎么样', '凯儿得乐专营店(宝盛里店)自由行热门攻略', '黑科技', '华为手机', '华为黑科技']","['科技数码', '使用技巧']",2020/5/10,凯儿得乐宝盛里合伙人,凯儿得乐＆超人口袋品质传递者,金冠薯,男,北京  朝阳,188,772,6889,23648,19238,https://www.xiaohongshu.com/discovery/item/5eb7a94f0000000001003710
华为,华为手机拍照自带美颜,你可以很骄傲的说没有美颜[偷笑R][偷笑R][偷笑R]华为自带美颜，大家值得拥有[赞R][赞R][赞R],3,0,0,0,图文,"['美颜', '拍照', '华为手机', '华为怎么样']","['摄影', '摄影技巧']",2020/5/10,渔若,笑起来真好看！,困困薯,女,地球的某一片红薯地,85,10,73,21,152,https://www.xiaohongshu.com/discovery/item/5eb7a53f0000000001002274
华为,华为GT2手表美呆了！,华为这款表实在是太貌美了！,31,20,7,8,图文,"['华为怎么样', '手表', '华为WATCH GT 2']","['科技数码', '数码', '智能设备']",2020/5/10,wljwlj,,困困薯,女,地球的某一片红薯地,33,12,37,81,224,https://www.xiaohongshu.com/discovery/item/5eb795240000000001000a75
华为,新款发财毛绒华为p30手机壳mate30pro女腕带,新款发财毛绒华为p30手机壳mate30pro女腕带p20pro挂绳mate20硅胶,0,0,0,0,图文,"['手机壳', '毛绒', '深圳湾自由行热门攻略', '硅胶']","['科技数码', '数码', '手机周边']",2020/5/10,无棣3c数码科技商城,无棣3c数码科技,困困薯,男,中国  ,0,15,49,18,71,https://www.xiaohongshu.com/discovery/item/5eb77ae50000000001004efb
华为,华为主题插件也太好看了吧,分享我的小插件，有姐妹有兴趣的话再出个教程?? #华为 HUAWEI[品牌]#,3,1,1,0,图文,"['华为怎么样', '相机', '美剧', '小朋友']","['科技数码', '使用技巧']",2020/5/10,杨有钱！,在家,奶瓶薯,女,地球的某一片红薯地,62,2,4,2,8,https://www.xiaohongshu.com/discovery/item/5eb76ce5000000000100309e
华为,购物 - 华为荣耀手环5,"总体评价：性价比高，颜值担当
购买渠道：某宝华为旗舰店
手环颜色：珊瑚粉
购买价格：149元
一直想买个手表，去过实体店有好看的手表但无奈价格高昂，多重考虑下选择购买运动手环。荣耀手环5有4个颜色，女生建议购买珊瑚粉，非常少女可爱，初次购买需要充电后会自动开机，然后在手机上下载运动健康APP添加设备就可以正常使用了。关于更换表盘一定要注意苹果手机是更换不了的，一定要在安卓手机的APP上功能去点击“我的”就可以看到表盘市场，只能下载12个，有多种风格可以根据自己的喜好下载。续航能力预计是14天，我也会在使用中多关注的?",7,2,1,0,图文,"['华为荣耀', '华为怎么样', '珊瑚粉', '手表', '郴州自由行热门攻略']","['科技数码', '数码', '智能设备']",2020/5/10,牛小白,美好时光值得被记录,None,女,中国,0,2,3,2,16,https://www.xiaohongshu.com/discovery/item/5eb759e600000000010064d6
华为,,"新款手机壳
清新桃子
适用：华为（荣耀20  荣耀20pro  P30 P30pro  Nova 4  Nova 5/5pro mate 20 mate20pro mate 30 mate30pro  ）",2,0,0,0,图文,"['手机壳', '华为怎么样', '个性手机壳推荐']","['科技数码', '数码']",2020/5/10,Lee梦绮,None,困困薯,女,地球的某一片红薯地,18,19,4,2,16,https://www.xiaohongshu.com/discovery/item/5eb7573f000000000100094d
华为,,"新款手机壳
滴胶小香风
适用（华为）P20  P20pro  P30  P30pro  Nova4  Nova5/5pro  Nova6 mate20  mate20pro  mate30  mate30pro",2,0,1,0,图文,"['手机壳', '华为怎么样', '小香风', '个性手机壳推荐']","['科技数码', '数码', '手机周边']",2020/5/10,Lee梦绮,None,困困薯,女,地球的某一片红薯地,18,19,4,2,16,https://www.xiaohongshu.com/discovery/item/5eb7567000000000010055b4
华为,?华为手机主题 第二弹,"华为手机市场上新几款
LINE FRIENDS的手机主题
无论锁屏还是小图标都可爱至极，
配合多壁纸和小动画。
是个小可爱的手机呢~",4,4,2,0,图文,"['华为手机', '华为怎么样', '壁纸', '动画', 'line friends怎么样']","['科技数码', '使用技巧']",2020/5/10,是花骨朵兒吖。,,困困薯,女,地球的某一片红薯地,155,6,67,181,276,https://www.xiaohongshu.com/discovery/item/5eb751180000000001007fec
华为,华为图标真的超仙！,华为主题，赞过20更教程。,6,2,1,0,图文,['华为怎么样'],"['科技数码', '使用技巧']",2020/5/10,辞玖,None,奶瓶薯,女,地球的某一片红薯地,1,3,1,2,19,https://www.xiaohongshu.com/discovery/item/5eb74a0d0000000001006a4a
华为,华为matepad pro➕画世界,"✨最近入手华为最新款的平板
#MatePad Pro 10.8英寸 麒麟990芯片 绚丽全面屏 平板电脑[商品]#
✨真的是买后生产力
?本来想只作为记笔记的工具用
?结果下载了各种画板
?不过不是专业画画
?也没有学过任何美术的技巧
✨所以只是各种临摹博主的作品
〰️〰️➰〰️〰️
✨这个??粉红醋栗是 @吕小妮Jenny 原创
☀️APP是画世界
✨个人觉得autodesk出的sketchbook
☀️或者概念画板也可
〰️〰️➰〰️〰️
☁️第二张是我和老公回家里坐飞机的时候
☁️看见一个心形的云朵
☁️就画下来了
〰️〰️➰〰️〰️
手写感受方面我只是
试用过表妹 @LEMON 的ipad
因为写的比较少
也说不出和matepad pro啥区别
感觉matepad pro我自己用起来很舒服
华为的M-pencil超级轻（是我喜欢的一点）
?有一点是真的
✏️好好练练自己的字
?无论哪个平板写出来都好看",8,2,2,2,图文,"['华为怎么样', '粉红', '平板', '平板电脑', 'ipad']","['文化', '绘画']",2020/5/10,张馨予,"甜甜爱情看到我
本科清华大学，美国乔治梅森大学游学半年，研究生UCB",奶瓶薯,女,北京 海淀,51,3,12,2,19,https://www.xiaohongshu.com/discovery/item/5eb7463e00000000010060c1
华为,华为p40Pro,"天呐噜!
华为P40 Pro是华为公司研发的智能手机，于2020年3月26日在线上全球发布。
华为P40 Pro搭载麒麟990 5G处理器，采用6.58英寸曲面屏幕，搭载5000万像素四摄系统，内置EMUI10.1系统。
到手真的美滋滋",5,21,1,0,图文,"['华为怎么样', '华为公司', '智能手机']","['科技数码', '数码']",2020/5/9,开心,薅羊毛大队,奶瓶薯,女,地球的某一片红薯地,9,11,0,1,22,https://www.xiaohongshu.com/discovery/item/5eb6c07e0000000001007338
华为,华为mate30，mate30pro罗兰紫女生必入,#华为 HUAWEI[品牌]# #Mate 30 Pro[商品]# #HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡三摄[商品]# #Mate 30 Pro 双4000万徕卡电影四摄 超曲面OLED环幕屏全网通4G版[商品]#全家入了华为的坑，哈哈哈（Only我还忠于苹果）2019年刚上市mate30pro，给爸爸入了黑色8+256GB-6899，tb上12期免息分期买的，免息觉得很划算！因为爸爸爱拍照，爱听音乐！就买了个中等内存的！今年妈妈手机喊着坏了不能用了，好吧，母亲节前入了超美罗兰紫mate30，8+256GB-4999，（带妈妈去华为体验店自己一眼看中的这个紫色还说我可不要小内存，拍几张照片就满了巴拉巴拉）老公很早就想换手机，正好母亲节后就是他生日，好吧，入了mate30pro黑色8+256-6399一次性大出血?有点上头有点心痛啊[捂脸R]你们三个真是相亲相爱的华为兄弟啊！这个紫色真的是太喜欢了！好多人不喜欢滚筒摄像头，但是个人觉得这个滚筒摄像头才是我对华为的设计爱了！想买华为的集美们一定要入这个罗兰紫啊！啊啊啊，美[色色R][色色R][色色R]爸爸说给我报销妈妈的礼物，明天我得提醒他一下，哈哈哈[笑哭R][笑哭R][笑哭R],8,22,52,3,图文,"['华为怎么样', '摄像头', '母亲节去哪玩', '沧州市自由行热门攻略', '礼物']","['科技数码', '数码']",2020/5/9,张潇予噢,花钱精买买买???,泡泡薯,女,新加坡,55,30,588,260,528,https://www.xiaohongshu.com/discovery/item/5eb6ba4d0000000001000313
华为,华为手机怎么拍光斑,"☀
华为手机拍照技巧来了
你又学会了吗？@数码薯 @视频薯 @生活薯 @创作者小助手",82,5,54,1,视频,"['华为手机', '拍照技巧', '武汉自由行热门攻略', '华为怎么样', '数码']","['摄影', '摄影技巧', '拍照技巧']",2020/5/9,摄影师陈小刀,"分享手机摄影/相机摄影技巧
后期调色
邮箱?290272931@qq.com
全网同名",金冠薯,男,中国,32,59,55187,107082,118466,https://www.xiaohongshu.com/discovery/item/5eb6a18e0000000001006747
华为,华为的插件简约主题！及花粉俱乐部操作,"华为的插件简约主题我也拥有了！！！找了很久壁纸都没找到合适的，还是纯色的比较简约，因为个人比较喜欢蓝色，所以比较蓝色系 我的手机是荣耀9x，同款快get√起来啊！！！
教程可以看@☔嘻嘻西 的，有些小伙伴会不知道如何拿到花粉俱乐部里，楼主发的隐藏链接。
1.首先在评论区随便打句话。
2.再划到之前隐藏链接的部分，点进去就会跳转。",2,3,1,0,图文,"['华为荣耀', '华为怎么样', '壁纸', '蓝色系', '华为开发者大会']","['科技数码', '使用技巧']",2020/5/9,卑微小余啊.,None,奶瓶薯,女,地球的某一片红薯地,40,1,3,1,2,https://www.xiaohongshu.com/discovery/item/5eb69ff60000000001005dd2
华为,华为新款GT2e真是超级超级喜欢?,,7,0,0,0,图文,['华为怎么样'],"['科技数码', '数码']",2020/5/9,浩冉,,None,女,地球的某一片红薯地,34,1,1,0,9,https://www.xiaohongshu.com/discovery/item/5eb6777100000000010037f8
华为,有没有苹果换华为的集美们来说下～,"更新在最前面，刚入手了华为P40Pro，谢谢各位的建议！目前还在研究中～?谢谢给建议的各位集美们?
———————————————————
8年苹果用户，目前在用XR，想换手机，但是苹果11Max不是5G，感觉用不了多久又得换，而且还不便宜，再加上爱国心理所以想换华为P40pro，不知道能不能适应安卓系统，有苹果换华为的集美们进来说说吗？换华为会不会后悔?",10,236,2,0,图文,['华为怎么样'],"['科技数码', '数码']",2020/5/9,喵喵爱吃小兔叽,None,困困薯,无,地球的某一片红薯地,5,7,10,9,42,https://www.xiaohongshu.com/discovery/item/5eb66c81000000000100778a
华为,华为手机换主题/动态壁纸/字体教程,"之前发了一条笔记，讲了华为手机自带的视频软件
然后这段时间看见好多姐妹问我的主题是哪一个
因为大家都在笔记下评论，所以我回的消息都被淹没在上一条笔记的评论里了[失望R]现在重新写一篇笔记来说明我所用的这个主题（换其它主题也可这样操作）
①首先我用的是手机自带的主题，如P1，2所示（第一排第四个）
②打开主题软件，可以选择主题/壁纸/字体等
③然后选择''排行''，可以看见有热销榜，新品榜，免费榜
④点击免费榜，找到自己喜欢的主题，下载应用即可
我图上这个主题是“X的小刘海”，作者是Rui睿睿?
这个主题软件是华为手机自带的，里面的主题大部分都是适用于我们手机的，类型有很多种，静态/动态/可爱/动漫/风景. . .
PS：不是所有主题都是免费的，也有主题是需要付费的，价格也都几块钱，?2/3～6左右
有些主题更改，软件图标也会跟着改变噢，快去试试看吧！",5,4,1,0,图文,"['华为手机', '壁纸', '华为怎么样', '动漫', '风景']","['素材', '壁纸']",2020/5/9,..,None,困困薯,女,地球的某一片红薯地,2,9,8,144,430,https://www.xiaohongshu.com/discovery/item/5eb65a110000000001004c33
华为,华为主题史努比插件,华为这个插件我简直太爱了!我是看了【你的心上兔】发的弄的（诶特不了她） 真的好看到爆炸![喝奶茶R],9,1,1,0,图文,"['史努比怎么样', '华为怎么样']","['科技数码', '使用技巧']",2020/5/9,厘生,,尿布薯,女,地球的某一片红薯地,2,1,1,1,9,https://www.xiaohongshu.com/discovery/item/5eb657bc0000000001003749
华为,华为mate30pro手机壳分享,"从苹果换成了华为，除了系统不习惯以外，就是壳子好难买啊
特别是曲面屏，挑了好久，买到这几个算还不错的
先来分享一波
还在陆陆续续买，手机壳就是要多多多",2,2,1,0,图文,"['手机壳', '华为怎么样', '配饰', 'moscow', '曲面屏']","['科技数码', '数码']",2020/5/9,小琪小琪 啥都稀奇,,困困薯,女,陕西 安康,62,7,18,19,51,https://www.xiaohongshu.com/discovery/item/5eb64dc90000000001007fab
华为,华为M6手写软件,"华为M6  4＋128G  无线网 没买配套的笔
买来主要用来上网课＋画画的，我也买来没有很久，摸索着用了几个软件，和大家分享一下我的使用感受。
目前我用的最多还是noteshelf，因为ink还是稍微复杂一点需要再熟悉熟悉，不过对于我现在这个状态来说完全够用。
华为自带手写软件我没用，因为看很多小姐姐们说配套的笔并没有很好用[害羞R]所以某宝二十多买了触屏笔，自我感觉无论手写还是绘画都可。",7,5,1,0,图文,"['华为怎么样', '平板', '绘画', '画画', '平板手写软件']","['科技数码', '使用技巧']",2020/5/9,ToAmo.,None,None,女,地球的某一片红薯地,4,2,2,1,9,https://www.xiaohongshu.com/discovery/item/5eb64c3a00000000010075ec
华为,华为用户?免费领取各大视频的会员！,"✔ 划重点——免费！不要钱
? 必须是华为手机才可以哦
? 打开华为视频，点击我的
? 看我图中圈中的部分，因为我已经领过了，所以不是零元，没领过的这上面会显示零元
? 然后就可以领取看啦，但如果不需要续费的小伙伴们记得关掉自动续费哦
✔ 关掉自动续费在 ??微信 ?? 我的 ?? 支付 ?? 右上角三个点 ?? 扣费服务
点击进去就可以关闭啦！
? 最后，我发现，华为视频真的很不错，因为它涵盖了各大视频网站，这样就不用下载那么多软件来追剧啦！
✨  小伙伴们快去行动吧！",23,22,8,1,图文,"['华为怎么样', '华为手机']","['科技数码', '使用技巧']",2020/5/9,予恩同学,爱文字，爱摄影，有许多许多美好的东西等着我去探索,困困薯,女,地球的某一片红薯地,30,6,3,9,43,https://www.xiaohongshu.com/discovery/item/5eb640f1000000000100375a
华为,?华为换图标来了?,"?华为换图标来了?
?不会的，私信跟我说哦?
作图不易，不要喷呢[害羞R]",8,6,1,0,图文,['华为怎么样'],"['科技数码', '使用技巧']",2020/5/9,仙玖月儿呀~?[冲50粉],"介里四月儿呀?
仙☁️ 出??
玖?️ ?里有你
月?️ 小?你是否?❓❓❓
儿? ???加速
?????????
关系都?在这里了哟！",尿布薯,女,地球的某一片红薯地,26,9,3,5,15,https://www.xiaohongshu.com/discovery/item/5eb63f0d0000000001006e39
华为,华为新款配色7号色,华为nova7pro，华为自拍最好的5G手机。前置3200万追焦双摄，业界首发前置眼部追焦，可以实现毫秒级对焦，远拍近拍都清晰。五一户外运动时用nova 7 Pro自拍打卡，可以清晰拍下各个角度最美的你。,2,0,0,0,视频,"['华为怎么样', '自拍', '樱花雨', '眼部', '五一去哪玩']","['科技数码', '数码']",2020/5/9,长安华为,None,奶瓶薯,女,地球的某一片红薯地,59,10,4,1,39,https://www.xiaohongshu.com/discovery/item/5eb63eb50000000001006c55
华为,新款华为mate30手机壳p30pro女p305gmate30,新款华为mate30手机壳p30pro女p305gmate30创意p20透明玻璃mate20,1,0,0,0,图文,"['手机壳', '深圳湾自由行热门攻略', '华为怎么样']","['科技数码', '数码', '手机周边']",2020/5/9,无棣3c数码科技商城,无棣3c数码科技,困困薯,男,中国  ,0,15,49,18,71,https://www.xiaohongshu.com/discovery/item/5eb63c2f0000000001005e70
华为,这是华为品牌新出的什么神仙颜色,华为nova7pro的标志7号色，完美的前后双景录像，美食打卡，经典合影，浪漫告白，所有你能想到的场景，它都可以满足你，同一景象内，你我同在，对的时间，对的地点，对的nova7pro,15,16,1,0,图文,['华为nova7'],"['科技数码', '数码']",2020/5/9,? ? ?,None,None,女,地球的某一片红薯地,0,3,1,1,26,https://www.xiaohongshu.com/discovery/item/5eb62c110000000001004b95
华为,华为备咖是什么东西-手机备份神器！,华为备咖是什么东西-手机备份神器！#好想玩个够#,3,2,1,0,视频,"['vlog', '华为怎么样', '我的开箱Vlog']","['科技数码', '数码']",2020/5/9,渔哥玩世界,还没有简介,困困薯,男,中国  ,1,15,46,4,45,https://www.xiaohongshu.com/discovery/item/5eb624450000000001006087
华为,有姐妹推荐一下华为手机哪款好吗??,想买华为手机，不知道哪款比较好，价格在3000以下的，256g的，打游戏尽量不卡那种，本人学生党，还有一年就要毕业了。[害羞R][害羞R],7,80,2,0,图文,"['华为手机', '华为怎么样', '学生党']","['科技数码', '数码']",2020/5/9,蛋糕草莓酸奶,看评论,奶瓶薯,女,韩国  首尔,77,3,16,23,24,https://www.xiaohongshu.com/discovery/item/5eb61ed80000000001002946
华为,华为手机壳私藏店铺推荐?你接住了吗？,"最近蛮多小姐妹问我有没有华为手机壳推荐
那就来喽???
然后我根据自己买的情况给大家排雷
推荐给大家一些很个性的手机壳
?宝：
p1：meowcase
p2-3:UFOLOGY
p4:易续
p5:亦与瞬
p6:一壳惊人
p7:可比拉
p8-9:深圳名品创达
我现在用的是第一款的小狮子?
使用感想?：手感很好  质量也不错  就是可能质量太好了  拿着有点重  而且镜头全包不用买镜头保护膜
总体感觉完美?
大家喜欢哪一款可以在评论区留言哦
反馈比较好的话 我会出第二期哒
???",33,8,30,1,图文,"['手机壳', '华为怎么样', '原创设计', '个性手机壳推荐']","['科技数码', '数码']",2020/5/9,zero,还没有简介,甜筒薯,女,中国  ,23,12,1521,1476,3280,https://www.xiaohongshu.com/discovery/item/5eb6086a0000000001004534
华为,华为更新系统,华为nova5pro，还是没忍住把小红点去掉了，更新完这个下拉栏里的图标真的变得好大，不过还好能接受。感觉更新完之后手机应用点开反应变快了，指纹解锁也比以前好了，总体还是不错的，他们说更新后耗电快还没感觉到，但是qq通知看不到内容，不好直接锁屏回复了，其他没什么了,20,27,2,0,图文,['华为怎么样'],"['科技数码', '使用技巧']",2020/5/9,Shy-girly,迷糊 多愁善感 爱乱想,奶瓶薯,女,地球的某一片红薯地,11,4,7,2,28,https://www.xiaohongshu.com/discovery/item/5eb600fc00000000010062eb
华为,华为免费主题X的小刘海，许光汉壁纸,"作为女生经常用着一个主题就烦了
华为多种多样的免费主题真的很香
?今日份心动搭配
?主题名称：x的小刘海
壁纸在第4、5张图~",4,0,2,0,图文,"['壁纸', '刘海', '华为怎么样', '搭配', '华为主题']","['素材', '壁纸']",2020/5/9,泡泡怎么抓不住,,奶瓶薯,女,地球的某一片红薯地,0,1,3,2,4,https://www.xiaohongshu.com/discovery/item/5eb597860000000001007145
华为,华为手环4和4pro，第一次跑步打卡！加油,"第一次用运动手环，入手了华为4，不知道怎么选，看了看华为4和4pro，专卖店里只有4pro黑色试用，我超级喜欢粉金色那款[色色R]，而且可以模拟门禁卡，但不是所有地区所有小区都能用，带密码的门禁就不能模拟，4pro最吸引我的功能却不能用[哭惹R]再说这个独立Gps，对我来说可有可无的，因为我跑步要开着手机?软件，Gps直接用手机?的。这两大区别优势对我都无用武之地[失望R]所以选4对我这个初跑者足够，而且以后有经验可以换运动手表功能更精准
~~今天第一次开始跑步?，循序渐进[派对R]给自己加油
现在很想试试游泳??看看防水到底行不行[吃瓜R]",2,2,2,0,图文,"['跑步', '华为怎么样', '东山楼', '运动手表', '音质']","['科技数码', '数码', '智能设备']",2020/5/8,娜朵?,哼！,泡泡薯,女,地球的某一片红薯地,46,21,132,203,436,https://www.xiaohongshu.com/discovery/item/5eb570530000000001000bf4
华为,华为手机秒变充电宝,华为手机部分机型支持反向充电功能的部分机型可以给支持无线充电的机型充电。,109,19,53,4,视频,"['充电', '华为手机', '华为怎么样', '华为授权体验店(万佳店)自由行热门攻略', '华为P40']","['科技数码', '数码', '手机']",2020/5/8,华为手机技巧,分享华为手机使用技巧,文化薯,男,安徽  安庆,19,11,15694,7871,7209,https://www.xiaohongshu.com/discovery/item/5eb56db500000000010051af
华为,,"刚入手D14
刚开始在惠普和华为之间纠结
最后还是选择了华为
因为性价比比较高哈哈
我买的是锐龙版的 16g+512g 集显 色域45%
之前看的惠普灵越因为它带有键盘光很好看所以喜欢
后来把华为的买回家才发现原来这电脑也有键盘背光
真的是太爱了  隐藏摄像头 指纹解锁 键盘背光 完美
我是在实体店买的 当时店员也和我说电脑买新款的好
然后我就选择了华为  买回家真是太满意了
对于日常办公 看看电视的我完全足够  nice",26,37,2,0,图文,"['惠普怎么样', '笔记本', '华为怎么样', '摄像头', '华为笔记本']","['科技数码', '数码']",2020/5/8,木楠,,奶瓶薯,女,地球的某一片红薯地,36,1,11,2,26,https://www.xiaohongshu.com/discovery/item/5eb56d6a0000000001004fb7
华为,华为nova7pro?,"华为nova7pro开箱体验
去了好多家实体店都没有7号色现货，可见有多热销，本来已经打算在官网买了，但最后逛的一家实体店说可以帮我们调货！！！
还送了一个p40的礼盒（个人觉得比nova的礼盒好多了），一个三脚架自拍杆+原装充电器
图二三四是实测拍月亮的图?",7,2,2,0,图文,"['华为怎么样', '充电器', '三脚架', '自拍杆', '华为nova7']","['科技数码', '数码']",2020/5/8,#NAME?,None,奶瓶薯,女,地球的某一片红薯地,1,1,2,2,7,https://www.xiaohongshu.com/discovery/item/5eb55ea70000000001001607
华为,华为【7.0.14微信模块】| 草莓红,"虽然?不是这个颜色
但是这里的颜色我是在一张?照片里提取出来的
所以我就以“草莓红”命名了
教程在主页视频里面
获取看最后两张图
这次的图片没有拼接
聊天对话框我都加入了小图案
配有聊天气泡、红包转账、底栏、加号背景、长按弹出框以及朋友圈两个赞评背景
赞评背景我加了阴影
然后我感觉不是很好看的样子
使用时一定要明确微信版本号
版本号不一样，是无法使用的
安装完模块需要重新应用导入模块后的主题
【重点】:安装好模块后重新应用主题后打开微信可能没有变化，关闭微信等待10-20秒重新打开微信就会显示
如果按照我的教程做了，还没有显示，就可能是你的手机不能使用第三方微信模块的原因
恢复主题教程:
把微信模块在主题里删除，退出再重新应用就好了
如果百度网盘始终下载不成功，就把模块保存到网盘里再下载一次",311,21,105,0,图文,"['草莓红', '壁纸', '华为怎么样', '动画', '阴影']","['科技数码', '使用技巧']",2020/5/8,青山独归晚,"ᵕ̈安卓手机美化博主  ᵕ̈
    喜欢就关注我吧?",困困薯,女,中国  ,72,56,403,504,1988,https://www.xiaohongshu.com/discovery/item/5eb52f6c0000000001003185
华为,化个妆去华为公司面试，惊艳全场,关注我吧❤️每晚8点直播教化妆，点头像进直播间,3202,53,368,65,视频,"['面试', '化妆', '华为公司', '华为怎么样', '化妆教程']","['美妆', '彩妆', '整体妆容']",2020/5/8,爱化妆的天易,"每晚8点直播化妆 
有任何问题私信我
邮箱?：525972076@qq.com",金冠薯,女,中国,6,119,46522,17870,145197,https://www.xiaohongshu.com/discovery/item/5eb5281f000000000100605f
